,Company,Location,Salary,Search City,Summary,Title
1517,        Pacific Northwest National Laboratory,"Seattle, WA",,Seattle,"Do you want to work side by side with world class scientists? Applied statistics, data science, and psychology\....","Masters Intern - Computing, Math and Data Sciences Intern (N..."
1518,    Adaptive Biotechnologies,"Seattle, WA 98102 (Capitol Hill area)",,Seattle,"The successful candidate will work within a team of other Laboratory Scientists in a fast-paced, high production setting to process clinical and research...",Production Associate
1519,    Context Relevant,"Seattle, WA 98101 (Downtown area)",,Seattle,"Context Relevant (CR) Data Scientists are in the rare position of working directly with customers on their toughest statistical and machine learning problems,...",Data Scientist
1520,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Experience applying forecasting and data mining techniques in an industrial setting. Because we are driven by faster delivery to customers, a more efficient...",Operations Research Scientist
1521,        Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,Seattle,"Identify and integrate disparate data sources, both internal and external, including raw data from medical researchers, unstructured data from clinical experts,...",Principal Data Scientist
1522,        SDL,"Seattle, WA 98199 (Magnolia area)",,Seattle,"Manage and grow a team of data scientists specializing in a range of statistical, natural language processing, and machine learning techniques....",Director of Data Science
1523,        Pacific Northwest National Laboratory,"Seattle, WA",,Seattle,"Research of interest includes the development, implementation, and resulting analyses related to quantitative social science, human language technologies,...",Senior Data Scientist - Computational Linguistics
1524,        Getty Images,"Seattle, WA 98103 (Green Lake - Wallingford area)",,Seattle,"Build an integrated data platform to process and churn data in Getty consumed by Data Scientists, Analysts and Business Users....",Software Engineer - Big Data
1525,    Piezos Technology Solutions,"Redmond, WA",,Seattle,Proficient in acquiring and analyzing data in SQL data warehouse systems as well as work with data owners to understand the data schema....,Data Scientist
1526,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"You will also have chance to work with the most talented scientists and economists, to solve the most complicated long term forecasting problems that the world...",Data Engineer
1527,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"As a member of this team, you will have an opportunity to be a thought leader in Amazon Supply Chain and work with some of the best research scientists, data...",Business Intelligence Engineer
1528,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"As an Applied Scientist in CV, you will bring statistical modeling and machine learning advancements to data analytics for customer-facing solutions in complex...",Applied Scientist - Computer Vision - ECCV
1529,        Amazon Corporate LLC,"Seattle, WA",,Seattle,Analyze and validate data using data and statistical tools to ensure high data quality and reliable insights....,"Data Scientist, Listing Abuse"
1530,        Pacific Northwest National Laboratory,"Seattle, WA",,Seattle,Of particular interest is a focus on advanced and emerging simulation tools and mathematical methods that can be applied to various Department of Homeland...,Operations Research Scientist
1531,    Posh Technologies,"Redmond, WA",,Seattle,"Design and build new data set processes for modeling, data mining, and production purposes. Responsible for mining complex data and providing systems-related...",Data Scientist(Position5)
1532,    DataPharm SDMS,"Seattle, WA",,Seattle,"In relevant scientific field (e.g., biology, biochemistry or engineering) and a minimum of four years of post-baccalaureate experience in an industrial or...",Sr. Research Associate / Associate Scientist
1533,        Nordstrom,"Seattle, WA",,Seattle,"Further data discovery. Areas of the Company to develop insights, algorithms, and data products that support....",Data Scientist
1534,    CellNetix,"Seattle, WA",,Seattle,"Analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical purposes....",Bioinformatics Specialist
1535,        Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,Seattle,"SCHARP collects, manages, and analyzes data from clinical trials and epidemiological studies dedicated to the elimination of infectious disease as a threat to...","Unit Head, Data Analytics Unit"
1536,        University of Washington Medical Center,"Seattle, WA",,Seattle,Act as central point of contact for clinical documentation tool best practices and use knowledge of department’s business processes to translate clinical...,EPIC CLINICAL APPLICATION ANALYST I
1537,        Microsoft,"Redmond, WA 98052",,Seattle,"We are looking for principle data scientist to be devoted to deriving deep insight from vast sources of data including datacenter power, cooling and server...",PRINICPAL INFRASTRUCTURE DATA SCIENTIST
1538,        Egencia,"Bellevue, WA 98004 (Downtown area)",,Seattle,"Data mining experience. We seek to gather data as fast as possible, and move. We believe in the Scientific Method ....","Manager, Data Analysis"
1539,    Posh Technologies,"Redmond, WA",,Seattle,"Design and build new data set processes for modeling, data mining, and production purposes. Data Scientist/Technical Writer....",Data Scientist/Technical Writer(position 1)
1540,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Manage and execute entire projects or components of large projects from start to finish including project management, data gathering and manipulation, synthesis...",Business Analyst
1541,        Amazon Corporate LLC,"Seattle, WA",,Seattle,"Current enrollment in a degree-granting college or university working towards a PhD in Machine Learning, Data Mining, Statistics, Applied Mathematics, or a...",Applied Scientist Intern
1542,    Rocket Fuel Inc.,"Seattle, WA 98103 (Green Lake - Wallingford area)",,Seattle,Rocket Fuel’s technology platform supports a real-time bidding system that handles over 100 billion events every day (vs ~ 3 billion daily Google search queries...,Software Engineer - Machine Learning & Artificial Intelligen...
1543,    Utrip Inc.,"Seattle, WA",,Seattle,Publications or presentation in recognized Machine Learning and Data Mining. We desire candidates with deep expertise in machine learning or statistics and...,Senior Data Scientist
1544,        Microsoft,"Redmond, WA 98052",,Seattle,"5+ years’ experience with data engineering and solution implementation in SQL, Scope, C#, Python, Java or similar data programming languages....",Sr. Data & Applied Scientist
1545,        Starbucks,"Seattle, WA 98109 (Westlake area)",,Seattle,Productionize data science algorithms including machine learning models. Cross-functional analytics and data science leaders at Starbucks....,"data scientist lead -Field Support Center, Retail Operations..."
1546,        Indeed,"Austin, TX 78731",,Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,...",Data Scientist
1547,        Indeed,"Austin, TX 78731",,Austin,Work closely with stakeholders on the data demand side (analysts and data scientists). Create and manage data sources....,Data Engineer
1548,    MaxPoint,"Austin, TX 78759",,Austin,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1549,        IBM Kenexa,"Austin, TX",,Austin,"Design, manage and maintain Gravitant products within the Data Science domain, including analytics, optimization and cognitive computing....",Data Scientist
1550,    Tiger Analytics,"Austin, TX",,Austin,"As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...",Data Scientist
